table,table_title,sub_sector,category,item,parent_item,year,number,proportion_pct
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),25 to 34 years,,2023-24,12249,22.6
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),25 to 34 years,,2024-25,13697,23.9
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),35 to 49 years,,2022-23,16268,31.3
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),35 to 49 years,,2023-24,17673,32.5
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),35 to 49 years,,2024-25,19326,33.7
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),50 to 64 years,,2022-23,8525,16.4
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),50 to 64 years,,2023-24,8948,16.5
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),50 to 64 years,,2024-25,9040,15.7
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),65 years and over,,2022-23,4080,7.8
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),65 years and over,,2023-24,4090,7.5
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),65 years and over,,2024-25,3800,6.6
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),Unknown,,2022-23,1690,3.3
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),Unknown,,2023-24,1601,2.9
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),Unknown,,2024-25,936,1.6
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),1,,2022-23,39718,76.4
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),1,,2023-24,41296,76
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),1,,2024-25,43367,75.5
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),2,,2022-23,7365,14.2
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),2,,2023-24,7885,14.5
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),2,,2024-25,8458,14.7
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),3,,2022-23,2418,4.7
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),3,,2023-24,2532,4.7
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),3,,2024-25,2729,4.8
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),4,,2022-23,1029,2
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),4,,2023-24,1074,2
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),4,,2024-25,1193,2.1
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),5 or more,,2022-23,1456,2.8
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),5 or more,,2023-24,1527,2.8
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),5 or more,,2024-25,1664,2.9
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),Total clients,,2022-23,51985,100
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),Total clients,,2023-24,54312,100
4,"Clients who received legal task services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Number of services completed (per client),Total clients,,2024-25,57413,100
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2022-23,48656,68.9
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2023-24,48307,69.1
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Aboriginal and/or Torres Strait Islander,,2024-25,51497,69.6
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Non-Indigenous,,2022-23,20241,28.7
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Non-Indigenous,,2023-24,20380,29.2
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Non-Indigenous,,2024-25,21219,28.7
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Unknown,,2022-23,1719,2.4
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Unknown,,2023-24,1180,1.7
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Aboriginal and Torres Strait Islander status,Unknown,,2024-25,1262,1.7
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Gender,Male,,2022-23,41163,58.3
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Gender,Male,,2023-24,40600,58.1
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Gender,Male,,2024-25,43163,58.3
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Gender,Female,,2022-23,28626,40.5
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Gender,Female,,2023-24,28681,41
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Gender,Female,,2024-25,30130,40.7
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),0 to 17 years,,2022-23,6317,8.9
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),0 to 17 years,,2023-24,6337,9.1
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),0 to 17 years,,2024-25,6213,8.4
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),18 to 24 years,,2022-23,12163,17.2
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),18 to 24 years,,2023-24,11739,16.8
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),18 to 24 years,,2024-25,12416,16.8
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),25 to 34 years,,2022-23,20630,29.2
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),25 to 34 years,,2023-24,20092,28.8
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),25 to 34 years,,2024-25,20929,28.3
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),35 to 49 years,,2022-23,22765,32.2
5,"Clients who received duty lawyer services, Selected characteristics, Australia, 2022-23 to 2024-25",Australia (all sub-sectors combined),Age (group),35 to 49 years,,2023-24,23156,33.1
